PipeID,Age,Diameter,Depth,Slope,Length,Pipe_type,Connection,Pipe_form,Material,Rainfall,Geology,GroundWater Level,Soil_type,Landslide_area,Population,Building_area,Land_cover,Distance_to_road,TrafficVol
97745,29,110,-1.38,5.97,2.19,Wastewater,Others,S,PVC,142.4,Geology-2,21.63,SoilType-5,No,214,No,LandCover-1,RoadClass-3,0
97746,29,110,-1.49,4.39,1.82,Wastewater,Others,S,PVC,142.47,Geology-2,21.62,SoilType-5,No,214,No,LandCover-4,RoadClass-3,0
97761,29,110,-1.19,-3.16,2.79,Stormwater,Others,S,PVC,142.4,Geology-2,21.63,SoilType-5,No,214,No,LandCover-1,RoadClass-3,0
97767,29,110,-0.73,2.4,1.7,Wastewater,Others,S,PVC,142.29,Geology-2,21.63,SoilType-5,No,214,No,LandCover-1,RoadClass-3,0
97768,29,110,-0.73,0.19,1.54,Stormwater,Others,S,PVC,142.29,Geology-2,21.63,SoilType-5,No,214,No,LandCover-1,RoadClass-3,0
97775,29,160,-0.98,2.62,3.4,Wastewater,Others,S,PVC,141.81,Geology-2,21.47,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
97776,29,160,-1.2,2.49,3.8,Stormwater,Others,S,PVC,141.81,Geology-2,21.47,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
97785,74,400,-1.88,13.28,21.71,Combined,MUF,S,BET,114.99,Geology-2,21.92,SoilType-2,No,187,Yes,LandCover-2,RoadClass-3,0
97786,29,110,-1.63,1.13,8.09,Wastewater,Others,S,PVC,145.91,Geology-0,17.63,SoilType-9,No,138,Yes,LandCover-1,RoadClass-3,0
97791,29,110,-1.56,6.85,4.14,Stormwater,Others,S,PVC,145.92,Geology-0,17.67,SoilType-9,No,138,No,LandCover-1,RoadClass-2,0
97794,29,110,-1.53,5.62,5.39,Wastewater,Others,S,PVC,145.92,Geology-0,17.67,SoilType-9,No,138,No,LandCover-1,RoadClass-2,0
97803,29,160,-2.15,4.45,37,Stormwater,Others,S,PVC,145.92,Geology-0,17.73,SoilType-9,No,138,No,LandCover-2,RoadClass-0,0
97804,29,200,-2.49,1.14,52.84,Stormwater,Others,S,PVC,146.03,Geology-0,17.8,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
97809,29,160,-2.47,0.95,53.42,Wastewater,Others,S,PVC,146.03,Geology-0,17.8,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
97812,29,200,-1.51,8.83,6.68,Stormwater,Others,S,PVC,151.2,Geology-0,27.78,SoilType-5,No,198,No,LandCover-2,RoadClass-0,0
97814,29,200,-1.49,8.25,6.46,Wastewater,Others,S,PVC,151.2,Geology-0,27.78,SoilType-5,No,198,No,LandCover-2,RoadClass-0,0
97817,29,110,-0.84,4.36,1.54,Stormwater,Others,S,PVC,151.19,Geology-0,27.82,SoilType-5,No,198,No,LandCover-2,RoadClass-0,0
97819,29,200,-1.64,-7.82,2.92,Stormwater,Others,S,PVC,151.2,Geology-0,27.78,SoilType-5,No,198,No,LandCover-2,RoadClass-0,0
97821,29,160,-1.52,-6.75,3.03,Wastewater,Others,S,PVC,151.2,Geology-0,27.78,SoilType-5,No,198,No,LandCover-2,RoadClass-0,0
97838,29,200,-2.71,4.66,66.4,Wastewater,Others,S,PVC,138.78,Geology-2,20.05,SoilType-5,No,151,No,LandCover-1,RoadClass-0,0
97839,29,400,-1.18,3.48,107.54,Stormwater,Others,S,PVC,138.81,Geology-2,20.14,SoilType-5,No,151,No,LandCover-2,RoadClass-0,0
97840,29,200,-2.18,5.4,49.36,Wastewater,Others,S,PVC,138.83,Geology-2,20.24,SoilType-5,No,151,No,LandCover-1,RoadClass-2,0
97854,29,200,-1.54,1.48,5.1,Stormwater,Others,S,PVC,148.94,Geology-3,14.35,SoilType-6,No,158,No,LandCover-4,RoadClass-3,0
97867,29,160,-2.5,0,1.54,Stormwater,Others,S,PVC,146.01,Geology-0,17.78,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
97878,29,110,-2.85,9.63,2.73,Stormwater,Others,S,PVC,146.05,Geology-0,17.86,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
97880,29,110,-2.85,9.29,2.43,Wastewater,Others,S,PVC,146.05,Geology-0,17.86,SoilType-9,No,138,No,LandCover-1,RoadClass-2,0
97881,29,110,-2.86,5.03,3.63,Stormwater,Others,S,PVC,146.05,Geology-0,17.86,SoilType-9,No,138,No,LandCover-1,RoadClass-2,0
97893,29,200,-2.48,2.64,5.22,Wastewater,Others,S,PVC,138.85,Geology-2,20.33,SoilType-5,No,151,No,LandCover-1,RoadClass-2,0
97900,29,200,-2.56,6.89,40.75,Wastewater,Others,S,PVC,138.87,Geology-2,20.4,SoilType-5,No,73,No,LandCover-1,RoadClass-0,0
97901,29,400,-2.6,10.9,42.4,Stormwater,Others,S,PVC,138.88,Geology-2,20.38,SoilType-5,No,73,No,LandCover-1,RoadClass-0,0
97911,29,200,-1.74,4.32,10.03,Stormwater,Others,S,PVC,120.49,Geology-2,17.32,SoilType-4,No,37,No,LandCover-1,RoadClass-0,0
97913,29,110,-1.27,3.92,2.38,Stormwater,Others,S,PVC,120.51,Geology-2,17.33,SoilType-6,No,37,No,LandCover-1,RoadClass-0,0
97916,29,160,-2.07,1.18,38.04,Stormwater,Others,S,PVC,146.07,Geology-0,17.93,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
97927,29,200,-1.1,4.98,18.64,Stormwater,Others,S,PVC,94.97,Geology-2,6.29,SoilType-3,No,31,No,LandCover-4,RoadClass-1,0
97928,29,160,-1.04,5.59,16.61,Wastewater,Others,S,PVC,94.97,Geology-2,6.29,SoilType-3,No,31,No,LandCover-4,RoadClass-0,0
97930,29,200,-0.8,6.99,23.18,Stormwater,Others,S,PVC,94.81,Geology-2,6.06,SoilType-3,No,31,No,LandCover-4,RoadClass-1,0
97934,29,200,-1.72,9.48,8.04,Wastewater,Others,S,PVC,138.71,Geology-2,19.57,SoilType-9,No,151,No,LandCover-4,RoadClass-1,6520
97939,29,315,-1.8,-4.14,70.72,Stormwater,Others,S,PVC,57.36,Geology-2,-31.84,SoilType-2,No,365,No,LandCover-1,RoadClass-0,0
97945,29,400,-1.57,8.15,69.58,Stormwater,Others,S,PVC,139,Geology-2,20.73,SoilType-5,No,73,No,LandCover-4,RoadClass-3,0
97952,29,200,-2.1,16.34,13.62,Wastewater,Others,S,PVC,138.99,Geology-2,20.59,SoilType-5,No,73,No,LandCover-4,RoadClass-0,0
97953,29,400,-1.8,15.88,13.88,Stormwater,Others,S,PVC,138.99,Geology-2,20.59,SoilType-5,No,73,No,LandCover-4,RoadClass-0,0
97956,29,200,-2.03,5.32,31.08,Wastewater,Others,S,PVC,138.96,Geology-2,20.52,SoilType-5,No,73,No,LandCover-4,RoadClass-2,0
97957,29,400,-2,4.95,31.81,Stormwater,Others,S,PVC,138.96,Geology-2,20.51,SoilType-5,No,73,No,LandCover-4,RoadClass-2,0
97962,29,200,-0.51,7.65,70.38,Wastewater,Others,S,PVC,139,Geology-2,20.73,SoilType-5,No,73,No,LandCover-4,RoadClass-3,0
97975,29,160,-2.3,1.82,1.23,Wastewater,Others,S,PVC,95.49,Geology-2,6.73,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
97976,28,110,-0.9,-4.31,297.24,Wastewater,Others,S,PVC,94.25,Geology-2,5.37,SoilType-3,No,124,No,LandCover-1,RoadClass-0,0
97987,29,110,-0.91,6.49,8.87,Combined,Others,S,PVC,120.4,Geology-2,17.36,SoilType-6,No,175,No,LandCover-1,RoadClass-1,0
97991,29,200,-1.4,2.19,16.71,Wastewater,Others,S,PVC,138.74,Geology-2,19.6,SoilType-9,No,151,No,LandCover-4,RoadClass-0,0
97993,29,200,-2.46,4.25,36.62,Wastewater,Others,S,PVC,138.72,Geology-2,19.7,SoilType-5,No,151,No,LandCover-1,RoadClass-0,0
97996,29,160,-1.54,11.19,4.38,Wastewater,Others,S,PVC,138.73,Geology-2,19.64,SoilType-9,No,151,No,LandCover-2,RoadClass-0,0
97999,29,200,-1.38,10.18,4.97,Stormwater,Others,S,PVC,138.73,Geology-2,19.64,SoilType-9,No,151,No,LandCover-2,RoadClass-0,0
98002,29,400,-2.44,4.41,35.82,Stormwater,Others,S,PVC,138.72,Geology-2,19.7,SoilType-5,No,151,No,LandCover-1,RoadClass-0,0
98012,29,160,-1.22,-0.8,177.71,Stormwater,Others,S,PPP,149.38,Geology-2,16.88,SoilType-9,No,73,No,LandCover-1,RoadClass-0,0
98020,29,200,-2.24,6.21,6.49,Stormwater,Others,S,PVC,139.05,Geology-2,20.85,SoilType-5,No,73,No,LandCover-1,RoadClass-1,12750
98021,29,630,-1.95,2.05,18.5,Stormwater,Others,S,PVC,139.04,Geology-2,20.87,SoilType-5,No,73,No,LandCover-1,RoadClass-0,12750
98022,29,200,-2,3.22,17.61,Wastewater,Others,S,PVC,139.04,Geology-2,20.88,SoilType-5,No,73,No,LandCover-1,RoadClass-0,12750
98028,29,315,-1.95,6.6,11.56,Stormwater,Others,S,PVC,139.02,Geology-2,20.83,SoilType-5,No,73,No,LandCover-1,RoadClass-2,0
98041,29,160,-1.05,-0.49,3.83,Stormwater,Others,S,PVC,149.45,Geology-2,16.91,SoilType-9,No,73,No,LandCover-1,RoadClass-0,0
98047,29,160,-1.14,-0.57,6.28,Stormwater,Others,S,PVC,149.29,Geology-2,16.7,SoilType-9,No,73,No,LandCover-1,RoadClass-0,0
98054,29,315,-2.66,1.43,60.45,Stormwater,Others,S,PVC,150.99,Geology-0,19.46,SoilType-4,No,207,No,LandCover-2,RoadClass-0,0
98055,29,200,-1.72,0.17,30.98,Wastewater,Others,S,PVC,150.97,Geology-0,19.29,SoilType-4,No,207,No,LandCover-4,RoadClass-0,0
98057,29,200,-1.82,-6.22,0.79,Wastewater,Others,S,PVC,150.95,Geology-0,19.17,SoilType-4,No,207,No,LandCover-1,RoadClass-0,6900
98061,29,160,-0.84,0.54,3.01,Stormwater,Others,S,PVC,149.56,Geology-2,17.14,SoilType-9,No,73,No,LandCover-1,RoadClass-0,0
98082,29,160,-1.63,0.58,26.36,Wastewater,Others,S,PVC,95.41,Geology-2,6.6,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98083,29,160,-1.39,1.49,11.61,Wastewater,Others,S,PVC,95.34,Geology-2,6.43,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98089,29,200,-2.28,-0.4,61.26,Wastewater,Others,S,PVC,139.25,Geology-2,20.94,SoilType-5,No,73,No,LandCover-1,RoadClass-1,12750
98090,29,500,-2.32,-0.54,57.56,Stormwater,Others,S,PVC,139.25,Geology-2,20.94,SoilType-5,No,73,No,LandCover-1,RoadClass-1,12750
98098,29,160,-0.88,-1.21,0.9,Stormwater,Others,S,PVC,149.66,Geology-0,17.54,SoilType-9,No,48,No,LandCover-1,RoadClass-0,0
98110,29,160,-1.72,8,1.41,Stormwater,Others,S,PVC,146.05,Geology-0,17.95,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98115,29,160,-1.25,7.22,1.88,Stormwater,Others,S,PVC,146.07,Geology-0,17.97,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98118,29,160,-1.12,0.67,14.64,Stormwater,Others,S,PVC,146.11,Geology-0,18,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98127,29,110,-2.12,-4.57,15.56,Wastewater,Others,S,PVC,146.08,Geology-0,18,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98128,29,110,-1.32,-0.16,5.36,Wastewater,Others,S,PVC,146.09,Geology-0,18.03,SoilType-9,No,138,No,LandCover-1,RoadClass-1,940
98135,29,250,-1.12,3.37,11.77,Wastewater,Others,S,PVC,138.76,Geology-2,19.95,SoilType-5,No,151,No,LandCover-1,RoadClass-1,0
98139,29,200,-1.25,14.2,2.35,Wastewater,Others,S,PVC,138.8,Geology-2,19.94,SoilType-5,No,151,No,LandCover-1,RoadClass-1,0
98140,29,200,-0.43,5.76,55.54,Wastewater,Others,S,PVC,138.74,Geology-2,19.85,SoilType-5,No,151,No,LandCover-4,RoadClass-1,0
98141,29,400,-0.27,5.71,60.85,Stormwater,Others,S,PVC,138.74,Geology-2,19.85,SoilType-5,No,151,No,LandCover-4,RoadClass-0,0
98150,29,200,-2.49,10.08,10.1,Wastewater,Others,S,PVC,139.47,Geology-2,20.99,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98151,29,200,-1.82,-0.61,69.18,Wastewater,Others,S,PVC,139.72,Geology-2,21.01,SoilType-5,No,170,No,LandCover-1,RoadClass-1,12750
98152,29,500,-1.9,-0.41,70.9,Stormwater,Others,S,PVC,139.72,Geology-2,21.01,SoilType-5,No,170,No,LandCover-1,RoadClass-1,12750
98153,29,160,-1.89,0.38,10.03,Stormwater,Others,S,PVC,139.51,Geology-2,20.97,SoilType-5,No,170,No,LandCover-1,RoadClass-0,12750
98161,29,160,-1.03,-0.6,3.68,Stormwater,Others,S,PVC,149.68,Geology-0,17.65,SoilType-9,No,48,No,LandCover-1,RoadClass-1,0
98167,29,200,-1.92,-3.89,18.13,Combined,Others,S,PVC,138.87,Geology-2,20.18,SoilType-5,No,151,No,LandCover-1,RoadClass-1,0
98172,29,200,-1.74,1.18,24.12,Stormwater,Others,S,PVC,95.18,Geology-2,6.22,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98173,29,160,-1.8,0.77,24.78,Wastewater,Others,S,PVC,95.18,Geology-2,6.22,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98175,29,160,-1.33,-3.58,9.39,Stormwater,Others,S,PVC,95.34,Geology-2,6.43,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98195,29,200,-1.7,0.45,56.12,Stormwater,Others,S,PVC,145.91,Geology-0,17.85,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98201,29,160,-1.72,0.61,57.35,Wastewater,Others,S,PVC,145.91,Geology-0,17.85,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98204,29,400,-1.55,-0.44,21.24,Stormwater,Others,S,PVC,150.95,Geology-0,19.03,SoilType-4,No,207,No,LandCover-1,RoadClass-0,6900
98208,29,200,-2.17,-3.06,29.76,Wastewater,Others,S,PVC,151.01,Geology-0,19.63,SoilType-4,No,64,No,LandCover-1,RoadClass-0,0
98215,29,250,-1.33,0.6,46.82,Stormwater,Others,S,PVC,140.9,Geology-2,21.24,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98216,29,160,-1.3,0.66,46.23,Wastewater,Others,S,PVC,140.9,Geology-2,21.24,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98224,29,160,-1.5,0.87,42.02,Wastewater,Others,S,PVC,140.61,Geology-2,21.2,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98225,29,250,-1.58,1.24,41.55,Stormwater,Others,S,PVC,140.61,Geology-2,21.2,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98231,29,200,-2.79,3.82,42.51,Stormwater,Others,S,PVC,95.83,Geology-2,6.99,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98235,29,110,-2.17,3.71,6.38,Stormwater,Others,S,PVC,95.4,Geology-2,6.67,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98236,29,110,-2.19,11.93,2.47,Stormwater,Others,S,PVC,95.49,Geology-2,6.75,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98243,29,315,-1.4,3.05,81.03,Stormwater,Others,S,PVC,63.45,Geology-2,-25.04,SoilType-2,Yes,365,No,LandCover-2,RoadClass-0,0
98248,29,160,-1.4,-0.12,6.17,Stormwater,Others,S,PVC,139.98,Geology-2,21.04,SoilType-5,No,170,No,LandCover-1,RoadClass-0,12750
98251,29,250,-1.32,1.2,42.52,Stormwater,Others,S,PVC,141.22,Geology-2,21.28,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98255,29,160,-1.32,1.14,42.75,Wastewater,Others,S,PVC,141.22,Geology-2,21.28,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98271,29,160,-1.66,0.31,6.92,Wastewater,Others,S,PVC,95.11,Geology-2,6.1,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98272,29,200,-1.63,0.25,7.24,Stormwater,Others,S,PVC,95.19,Geology-2,6.18,SoilType-3,No,31,No,LandCover-1,RoadClass-0,0
98281,29,250,-1.46,6.01,0.82,Wastewater,Others,S,PVC,150.05,Geology-2,17.12,SoilType-1,No,92,No,LandCover-1,RoadClass-0,0
98284,29,200,-2.04,15.07,3.79,Wastewater,Others,S,PVC,150.03,Geology-2,17.03,SoilType-1,No,92,No,LandCover-1,RoadClass-0,0
98334,29,200,-1.75,0,63.49,Wastewater,Others,S,PVC,140.19,Geology-2,21.08,SoilType-5,No,170,No,LandCover-1,RoadClass-1,12750
98335,29,500,-1.6,0.05,64.93,Stormwater,Others,S,PVC,140.19,Geology-2,21.08,SoilType-5,No,170,No,LandCover-1,RoadClass-1,12750
98337,29,160,-1.31,5.99,2.9,Stormwater,Others,S,PVC,140.44,Geology-2,21.11,SoilType-5,No,170,No,LandCover-1,RoadClass-0,12750
98343,29,200,-2.26,9.63,14.82,Wastewater,Others,S,PVC,140.44,Geology-2,21.15,SoilType-5,No,170,No,LandCover-1,RoadClass-2,0
98344,29,400,-2.07,8.53,13.92,Stormwater,Others,S,PVC,140.44,Geology-2,21.15,SoilType-5,No,170,No,LandCover-1,RoadClass-2,0
98352,29,160,-1.19,0.66,40.03,Wastewater,Others,S,PVC,141.51,Geology-2,21.32,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98354,29,250,-1.26,0.55,39.46,Stormwater,Others,S,PVC,141.51,Geology-2,21.32,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98362,29,160,-2.33,7.96,7.61,Stormwater,Others,S,PVC,149.88,Geology-0,17.91,SoilType-9,No,48,No,LandCover-1,RoadClass-0,0
98363,29,160,-3.26,-0.15,13.99,Stormwater,Others,S,PVC,149.91,Geology-0,17.98,SoilType-9,No,48,No,LandCover-1,RoadClass-0,0
98367,29,160,-0.92,3.06,5.15,Wastewater,Others,S,PVC,149.67,Geology-0,17.6,SoilType-9,No,48,No,LandCover-1,RoadClass-0,0
98369,29,200,-1.11,0,1.03,Stormwater,Others,S,PVC,149.69,Geology-0,17.63,SoilType-9,No,48,No,LandCover-1,RoadClass-0,0
98374,29,110,-1.49,3.51,4.07,Stormwater,Others,S,PVC,145.89,Geology-0,17.84,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98375,29,110,-1.54,4,4.61,Wastewater,Others,S,PVC,145.89,Geology-0,17.84,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98380,29,110,-1.54,2.4,6.21,Stormwater,Others,S,PVC,145.81,Geology-0,17.82,SoilType-9,No,138,No,LandCover-1,RoadClass-2,0
98381,29,110,-1.31,2.95,6.27,Wastewater,Others,S,PVC,145.81,Geology-0,17.82,SoilType-9,No,138,No,LandCover-4,RoadClass-2,0
98384,29,110,-1.19,1.94,10.64,Stormwater,Others,S,PVC,145.78,Geology-0,17.83,SoilType-9,No,138,No,LandCover-2,RoadClass-2,0
98393,29,200,-1.17,0.97,45.32,Stormwater,Others,S,PVC,145.66,Geology-0,17.79,SoilType-9,No,91,No,LandCover-1,RoadClass-2,0
98394,29,160,-1.19,0.95,45.61,Wastewater,Others,S,PVC,145.64,Geology-0,17.79,SoilType-9,No,91,No,LandCover-1,RoadClass-2,0
98403,29,110,-1.11,2.23,2.99,Stormwater,Others,S,PVC,145.66,Geology-0,17.79,SoilType-9,No,138,No,LandCover-1,RoadClass-2,0
98404,29,110,-1.11,1.92,3.61,Wastewater,Others,S,PVC,145.66,Geology-0,17.79,SoilType-9,No,91,No,LandCover-1,RoadClass-2,0
98415,29,110,-1.07,-4.82,2.11,Stormwater,Others,S,PVC,145.61,Geology-0,17.78,SoilType-9,No,91,No,LandCover-1,RoadClass-2,0
98416,29,110,-1.11,-4.6,2.61,Wastewater,Others,S,PVC,145.61,Geology-0,17.78,SoilType-9,No,91,No,LandCover-1,RoadClass-2,0
98428,29,110,-1.08,5.36,5.72,Wastewater,Others,S,PVC,141.47,Geology-2,21.31,SoilType-5,No,214,No,LandCover-1,RoadClass-1,0
98429,29,110,-1.14,6.78,6.36,Stormwater,Others,S,PVC,141.47,Geology-2,21.31,SoilType-5,No,214,No,LandCover-1,RoadClass-1,0
98432,29,110,-1.02,7.54,5.82,Stormwater,Others,S,PVC,141.4,Geology-2,21.32,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98433,29,110,-1.06,5.5,5.38,Wastewater,Others,S,PVC,141.4,Geology-2,21.32,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98435,29,160,-1.21,4.45,1.66,Stormwater,Others,S,PVC,141.47,Geology-2,21.31,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98437,29,160,-0.54,47.74,1.86,Stormwater,Others,S,PVC,141.29,Geology-2,21.3,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98440,29,110,-1.13,5.16,6.29,Wastewater,Others,S,PVC,141.29,Geology-2,21.32,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98441,29,110,-1.17,7.17,6.16,Stormwater,Others,S,PVC,141.29,Geology-2,21.32,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98444,29,110,-1.21,7.73,6.28,Stormwater,Others,S,PVC,141.22,Geology-2,21.3,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98445,29,110,-1.28,6.05,5.67,Wastewater,Others,S,PVC,141.22,Geology-2,21.3,SoilType-5,No,214,No,LandCover-1,RoadClass-0,0
98448,29,110,-1.21,8.92,5.19,Wastewater,Others,S,PVC,141.04,Geology-2,21.29,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98449,29,110,-1.21,7.97,5.81,Stormwater,Others,S,PVC,141.04,Geology-2,21.29,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98452,29,110,-1.11,10.25,5.62,Stormwater,Others,S,PVC,140.97,Geology-2,21.27,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98453,29,110,-1.12,11.08,5.1,Wastewater,Others,S,PVC,140.97,Geology-2,21.27,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98456,29,110,-1.32,10.41,5.05,Wastewater,Others,S,PVC,140.86,Geology-2,21.25,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98457,29,110,-1.32,9.53,5.51,Stormwater,Others,S,PVC,140.86,Geology-2,21.25,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98461,29,110,-1.36,7.61,5.83,Stormwater,Others,S,PVC,140.72,Geology-2,21.22,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98462,29,110,-1.21,5.04,5.13,Wastewater,Others,S,PVC,140.68,Geology-2,21.22,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98465,29,110,-1.32,8.72,5.24,Wastewater,Others,S,PVC,140.61,Geology-2,21.22,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98466,29,110,-1.32,7.58,5.99,Stormwater,Others,S,PVC,140.61,Geology-2,21.22,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98469,29,110,-1.46,9.51,6.22,Stormwater,Others,S,PVC,140.5,Geology-2,21.2,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98470,29,110,-1.3,9.17,4.51,Wastewater,Others,S,PVC,140.5,Geology-2,21.2,SoilType-5,No,170,No,LandCover-1,RoadClass-0,0
98475,29,110,-2.25,8.21,0.41,Wastewater,Others,S,PVC,150.04,Geology-2,17.2,SoilType-1,No,92,No,LandCover-2,RoadClass-2,0
98476,29,110,-2.31,2.28,1.79,Stormwater,Others,S,PVC,150.04,Geology-2,17.2,SoilType-1,No,92,No,LandCover-2,RoadClass-2,0
98479,29,110,-2.04,2.3,16.16,Stormwater,Others,S,PVC,150.03,Geology-2,17.09,SoilType-1,No,92,No,LandCover-1,RoadClass-0,0
98481,29,110,-1.81,2.2,17.22,Wastewater,Others,S,PVC,150.03,Geology-2,17.14,SoilType-1,No,92,No,LandCover-1,RoadClass-1,0
98487,50,200,-0.95,12.2,6.64,Stormwater,Others,S,PVC,154.45,Geology-0,23.32,SoilType-6,No,61,No,LandCover-4,RoadClass-3,0
98490,29,200,-0.88,8.59,8.71,Stormwater,Others,S,PVC,154.46,Geology-0,23.34,SoilType-6,No,61,No,LandCover-4,RoadClass-3,0
98500,29,200,-1.49,2.14,12.33,Stormwater,Others,S,PVC,95.12,Geology-2,6.06,SoilType-3,No,31,No,LandCover-1,RoadClass-1,0
98513,29,160,-0.79,7.87,2.42,Stormwater,Others,S,PVC,94.73,Geology-2,5.96,SoilType-3,No,31,No,LandCover-4,RoadClass-0,0
98523,28,200,-0.92,7.85,53.48,Stormwater,Others,S,PVC,94.23,Geology-2,5.41,SoilType-3,No,124,No,LandCover-1,RoadClass-0,0
98533,42,110,-3.27,13.89,4.01,Wastewater,Others,S,PVC,155.23,Geology-0,16.29,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0
98534,42,110,-2.67,9.77,10.54,Wastewater,Others,S,PVC,155.24,Geology-0,16.34,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0
98542,42,110,-5.88,19.62,2.32,Wastewater,Others,S,PVC,155.29,Geology-0,16.56,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0
98543,42,110,-2.7,3.14,8.34,Wastewater,Others,S,PVC,155.28,Geology-0,16.53,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0
98557,39,110,-3.69,9.23,9.36,Wastewater,Others,S,PVC,155.13,Geology-0,15.62,SoilType-6,No,0,No,LandCover-1,RoadClass-3,0
98558,39,110,-4.66,14.93,2.1,Wastewater,Others,S,PVC,155.11,Geology-0,15.52,SoilType-6,No,0,No,LandCover-1,RoadClass-3,0
98573,42,110,-3.75,21.18,8.12,Wastewater,Others,S,PVC,155.27,Geology-0,16.22,SoilType-9,No,0,No,LandCover-2,RoadClass-3,0
98574,42,110,-4.98,15.6,2.46,Wastewater,Others,S,PVC,155.26,Geology-0,16.19,SoilType-9,No,0,No,LandCover-1,RoadClass-3,0
98585,43,110,-2.98,17.21,7.95,Wastewater,Others,S,PVC,155.29,Geology-0,16.29,SoilType-9,No,0,No,LandCover-1,RoadClass-2,0
98586,43,110,-4.62,11.77,2.04,Wastewater,Others,S,PVC,155.26,Geology-0,16.19,SoilType-9,No,0,No,LandCover-1,RoadClass-3,0
98602,42,110,-10.98,11.3,9.62,Wastewater,Others,S,PVC,155.44,Geology-0,16.97,SoilType-9,No,0,No,LandCover-4,RoadClass-2,0
98604,42,110,-9.21,3.93,6.46,Wastewater,Others,S,PVC,155.44,Geology-0,17,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0
98616,42,110,-10.82,1.76,13.02,Wastewater,Others,S,PVC,155.47,Geology-0,17.11,SoilType-9,No,0,No,LandCover-4,RoadClass-3,0
98617,42,110,-10.88,0.85,1.55,Wastewater,Others,S,PVC,155.5,Geology-0,17.21,SoilType-9,No,0,No,LandCover-4,RoadClass-2,0
98634,43,110,-6.58,-1.26,1.58,Wastewater,Others,S,PPP,155.51,Geology-0,17.19,SoilType-6,No,0,No,LandCover-2,RoadClass-2,0
98635,43,110,-5.56,-2.02,21.03,Wastewater,Others,S,PPP,155.54,Geology-0,17.32,SoilType-6,No,0,Yes,LandCover-2,RoadClass-2,0
98646,41,32,-8.06,-3.22,3.13,Wastewater,Others,S,Others,155.42,Geology-0,16.77,SoilType-6,No,0,No,LandCover-3,RoadClass-2,0
