PipeID,Age,Diameter,Depth,Slope,Length,Pipe_type,Connection,Pipe_form,Material,Rainfall,Geology,GroundWater Level,Soil_type,Landslide_area,Population,Building_area,Land_cover,Distance_to_road,TrafficVol,Score
64002,1,225,-3.81,11.21,50.3,Wastewater,MUF,S,Others,132.16,Geology-0,20.53,SoilType-5,No,60,No,LandCover-2,RoadClass-0,0,113
162929,1,200,-3.93,0.96,25.93,Wastewater,Others,S,PVC,145.05,Geology-0,23.91,SoilType-5,No,94,No,LandCover-1,RoadClass-3,0,0
58872,1,230,-4.18,11.24,37.25,Combined,MUF,S,BET,126.38,Geology-2,16.14,SoilType-6,No,108,No,LandCover-4,RoadClass-3,0,85
156764,1,200,-4.23,3.46,38.39,Wastewater,MUF,S,Others,132.09,Geology-0,20.47,SoilType-5,No,109,No,LandCover-2,RoadClass-0,0,66
159289,1,200,-0.89,-4.32,30.83,Stormwater,Others,S,PVC,122.5,Geology-2,15.68,SoilType-6,No,111,No,LandCover-2,RoadClass-0,0,0
158393,1,160,-0.95,3.59,19.7,Wastewater,Others,S,PVC,149.04,Geology-0,2.6,SoilType-5,No,42,No,LandCover-2,RoadClass-0,0,0
158391,1,200,-1.04,3.22,20.72,Stormwater,Others,S,PVC,149.04,Geology-0,2.65,SoilType-5,No,42,No,LandCover-2,RoadClass-0,0,0
164141,1,200,-1.08,2.39,11.26,Wastewater,Others,S,PVC,145.35,Geology-0,23.28,SoilType-5,No,94,No,LandCover-1,RoadClass-0,0,0
70522,1,250,-1.17,0.7,24.27,Combined,MUF,S,BET,144.55,Geology-0,15.01,SoilType-9,No,133,No,LandCover-4,RoadClass-2,0,8
162535,1,315,-1.18,1.01,45.04,Stormwater,Others,S,PVC,125.93,Geology-0,16.35,SoilType-4,No,146,No,LandCover-2,RoadClass-0,0,0
159647,1,200,-1.2,-5.14,51.04,Stormwater,Others,S,PVC,122.49,Geology-2,15.66,SoilType-6,No,111,No,LandCover-1,RoadClass-0,0,0
162534,1,200,-1.25,0.93,44,Wastewater,Others,S,PVC,125.95,Geology-0,16.35,SoilType-4,No,146,No,LandCover-2,RoadClass-0,0,2
162553,1,200,-1.25,3.36,41.47,Wastewater,Others,S,PVC,125.84,Geology-0,16.33,SoilType-4,No,146,No,LandCover-2,RoadClass-1,0,12
162554,1,315,-1.27,3.58,39.07,Stormwater,Others,S,PVC,125.84,Geology-0,16.33,SoilType-4,No,146,No,LandCover-2,RoadClass-1,0,0
157387,1,200,-1.33,0.94,63.73,Stormwater,Others,S,PVC,124.62,Geology-2,16.06,SoilType-0,No,85,No,LandCover-2,RoadClass-0,0,0
164750,1,315,-1.34,3.75,18.97,Stormwater,Others,S,PPP,145.58,Geology-0,23.42,SoilType-9,No,12,No,LandCover-2,RoadClass-1,0,0
158000,1,250,-1.34,4.8,59.69,Stormwater,Others,S,PVC,122.59,Geology-2,17.78,SoilType-6,No,111,No,LandCover-2,RoadClass-0,0,0
158242,1,250,-1.34,5,116.16,Stormwater,Others,S,PVC,122.53,Geology-2,15.67,SoilType-6,No,111,No,LandCover-4,RoadClass-0,0,0
156770,1,200,-1.35,1.42,110.53,Stormwater,Others,S,PVC,124.42,Geology-2,16.05,SoilType-6,No,85,No,LandCover-1,RoadClass-0,0,0
158034,1,160,-1.39,1.65,60.87,Stormwater,Others,S,PVC,128.17,Geology-2,15.62,SoilType-9,No,114,No,LandCover-2,RoadClass-0,0,0
162144,1,200,-1.42,9.13,44.83,Wastewater,Others,S,PVC,132.78,Geology-2,19.26,SoilType-5,No,125,No,LandCover-1,RoadClass-3,0,0
157996,1,200,-1.42,4.96,60.2,Wastewater,Others,S,PVC,122.59,Geology-2,17.78,SoilType-6,No,111,No,LandCover-2,RoadClass-0,0,0
164143,1,200,-1.47,4.84,14.08,Stormwater,Others,S,PVC,145.35,Geology-0,23.28,SoilType-5,No,94,No,LandCover-1,RoadClass-0,0,0
157774,1,160,-1.49,1.56,60.54,Wastewater,Others,S,PVC,128.17,Geology-2,15.62,SoilType-9,No,114,No,LandCover-2,RoadClass-0,0,0
162145,1,400,-1.52,8.62,42.76,Stormwater,Others,S,PVC,132.77,Geology-2,19.23,SoilType-5,No,125,No,LandCover-1,RoadClass-3,0,0
158392,1,200,-1.53,3.43,29.79,Stormwater,Others,S,PVC,149.08,Geology-0,2.45,SoilType-5,No,42,No,LandCover-2,RoadClass-0,0,0
159319,1,200,-1.54,-5.21,15.91,Stormwater,Others,S,PVC,122.52,Geology-2,15.69,SoilType-6,No,111,No,LandCover-4,RoadClass-0,0,0
157288,1,315,-1.57,2.97,69.13,Stormwater,Others,S,PVC,119.62,Geology-2,15.58,SoilType-9,No,230,No,LandCover-2,RoadClass-0,0,3
158394,1,160,-1.58,3.35,28.54,Wastewater,Others,S,PVC,149.08,Geology-0,2.45,SoilType-5,No,42,No,LandCover-2,RoadClass-0,0,0
160622,1,500,-1.62,0.98,44.9,Stormwater,Others,S,PPP,131.77,Geology-2,19.12,SoilType-6,No,130,No,LandCover-4,RoadClass-0,0,14
157765,1,200,-1.62,4.74,43.09,Wastewater,Others,S,PVC,122.63,Geology-2,17.78,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
164093,1,200,-1.65,3.11,81.05,Wastewater,Others,S,PVC,143.84,Geology-0,25.07,SoilType-5,No,208,No,LandCover-4,RoadClass-0,0,0
164189,1,200,-1.66,4.67,61.67,Wastewater,Others,S,PVC,143.03,Geology-0,25.4,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
164182,1,250,-1.67,4.61,61.74,Stormwater,Others,S,PVC,143.03,Geology-0,25.4,SoilType-5,No,64,No,LandCover-1,RoadClass-0,0,0
157290,1,200,-1.67,2.67,71.72,Wastewater,Others,S,PVC,119.62,Geology-2,15.58,SoilType-9,No,230,No,LandCover-2,RoadClass-0,0,0
158252,1,250,-1.69,2.72,63.93,Stormwater,Others,S,PVC,148.97,Geology-0,2.83,SoilType-5,No,42,No,LandCover-2,RoadClass-0,0,0
157764,1,250,-1.69,4.97,43.68,Stormwater,Others,S,PVC,122.64,Geology-2,17.78,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
162114,1,250,-1.73,-3.89,55.96,Stormwater,IM,S,PVC,126.05,Geology-2,16.36,SoilType-6,No,146,No,LandCover-2,RoadClass-0,0,0
158316,1,160,-1.74,3.9,3.95,Wastewater,Others,S,PVC,149.1,Geology-0,2.69,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
162121,1,250,-1.74,-6.58,38.21,Stormwater,Others,S,PVC,126.09,Geology-2,16.35,SoilType-6,No,146,No,LandCover-2,RoadClass-0,0,0
158723,1,200,-1.77,2.84,64.42,Stormwater,Others,S,PVC,141.84,Geology-0,25.5,SoilType-5,No,190,No,LandCover-4,RoadClass-0,0,0
164092,1,250,-1.82,-3.02,81.44,Stormwater,Others,S,PVC,143.84,Geology-0,25.07,SoilType-5,No,208,No,LandCover-4,RoadClass-0,0,0
158318,1,250,-1.84,2.27,38.85,Stormwater,Others,S,PVC,149.07,Geology-0,2.7,SoilType-9,No,42,No,LandCover-1,RoadClass-0,0,0
157421,1,315,-1.85,1.52,30.88,Stormwater,Others,S,PVC,119.38,Geology-2,15.58,SoilType-9,No,230,No,LandCover-2,RoadClass-0,0,0
162241,1,200,-1.85,4.46,42.67,Wastewater,Others,S,PVC,132.75,Geology-2,19.23,SoilType-5,No,125,No,LandCover-1,RoadClass-0,0,0
162387,1,400,-1.86,6.05,42.61,Stormwater,Others,S,PVC,132.93,Geology-2,19.08,SoilType-5,No,125,No,LandCover-4,RoadClass-0,0,0
162301,1,200,-1.9,0.93,58.89,Wastewater,Others,S,PVC,126.25,Geology-0,16.42,SoilType-4,No,33,No,LandCover-2,RoadClass-0,0,0
162367,1,315,-1.91,1.08,46.12,Stormwater,Others,S,PVC,126.04,Geology-0,16.37,SoilType-4,No,146,No,LandCover-2,RoadClass-0,0,15
158076,1,315,-1.92,0.72,79.32,Stormwater,Others,S,PVC,120.02,Geology-0,15.59,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
164394,1,315,-1.92,0.88,140.01,Stormwater,Others,S,PPP,145.06,Geology-0,23.26,SoilType-4,No,12,No,LandCover-2,RoadClass-0,0,0
162338,1,400,-1.93,6.12,29.82,Stormwater,Others,S,PVC,132.85,Geology-2,19.15,SoilType-5,No,125,No,LandCover-1,RoadClass-0,0,0
162300,1,315,-1.93,0.92,56.51,Stormwater,Others,S,PVC,126.27,Geology-0,16.42,SoilType-4,No,33,No,LandCover-2,RoadClass-0,0,0
164084,1,315,-1.97,0.54,45.58,Stormwater,Others,S,PVC,144.52,Geology-0,24.83,SoilType-4,No,208,No,LandCover-4,RoadClass-0,0,0
157769,1,250,-1.97,0.38,50.21,Stormwater,Others,S,PVC,127.54,Geology-2,15.62,SoilType-9,No,114,No,LandCover-2,RoadClass-0,0,0
158484,1,200,-1.98,0.46,85.26,Wastewater,Others,S,PVC,120.1,Geology-2,15.59,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
162339,1,200,-1.99,5.94,30.5,Wastewater,Others,S,PVC,132.85,Geology-2,19.15,SoilType-5,No,125,No,LandCover-1,RoadClass-0,0,0
156554,1,250,-2.03,0.93,85.45,Wastewater,Others,S,PVC,119.5,Geology-2,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-1,0,0
162329,1,200,-2.04,-0.72,56.24,Wastewater,Others,S,PVC,126.15,Geology-0,16.39,SoilType-4,No,33,No,LandCover-2,RoadClass-0,0,0
164072,1,315,-2.06,0.67,47.7,Stormwater,Others,S,PVC,144.89,Geology-0,24.61,SoilType-4,No,208,No,LandCover-2,RoadClass-0,0,0
162330,1,315,-2.06,0.56,57.12,Stormwater,Others,S,PVC,126.15,Geology-0,16.39,SoilType-4,No,33,No,LandCover-2,RoadClass-0,0,0
164437,1,315,-2.07,0.71,52.86,Stormwater,Others,S,PVC,143.92,Geology-0,24.85,SoilType-4,No,208,No,LandCover-1,RoadClass-0,0,0
156552,1,315,-2.08,0.93,81.15,Stormwater,Others,S,PVC,119.5,Geology-2,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
164438,1,200,-2.1,0.7,53.59,Wastewater,Others,S,PVC,143.97,Geology-0,24.85,SoilType-4,No,208,No,LandCover-1,RoadClass-0,0,0
158724,1,200,-2.16,2.82,66.12,Wastewater,Others,S,PVC,141.84,Geology-0,25.5,SoilType-5,No,190,No,LandCover-4,RoadClass-0,0,0
156987,1,200,-2.23,2.73,50.6,Wastewater,Others,S,PVC,119.86,Geology-2,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
162531,1,200,-2.23,2.9,31.28,Wastewater,Others,S,PVC,132.99,Geology-2,18.99,SoilType-4,No,125,No,LandCover-1,RoadClass-1,0,3
160620,1,500,-2.26,2.32,16.34,Stormwater,Others,S,PPP,131.82,Geology-2,19.12,SoilType-4,No,130,No,LandCover-1,RoadClass-1,0,0
165409,1,200,-2.29,0.62,10.98,Wastewater,Others,S,PVC,144.06,Geology-0,22.8,SoilType-4,No,71,No,LandCover-2,RoadClass-0,0,0
163891,1,200,-2.3,0.66,84.92,Wastewater,Others,S,PVC,145.38,Geology-0,24.35,SoilType-4,No,208,No,LandCover-2,RoadClass-0,0,0
163886,1,315,-2.38,0.35,73.48,Stormwater,Others,S,PVC,145.34,Geology-0,24.4,SoilType-4,No,208,No,LandCover-2,RoadClass-0,0,0
162694,1,250,-2.47,5.2,69.09,Stormwater,Others,S,PVC,132.93,Geology-2,19.16,SoilType-5,No,125,No,LandCover-1,RoadClass-2,0,0
162691,1,315,-2.48,0.4,55.92,Stormwater,Others,S,PVC,126.37,Geology-0,16.44,SoilType-4,No,33,No,LandCover-2,RoadClass-0,0,16
158548,1,250,-2.55,-6.82,5.56,Wastewater,Others,S,PVC,142.61,Geology-0,24.86,SoilType-4,No,190,No,LandCover-1,RoadClass-0,0,0
162695,1,200,-2.56,-5.59,68.61,Wastewater,Others,S,PVC,132.93,Geology-2,19.16,SoilType-5,No,125,No,LandCover-1,RoadClass-2,0,0
158583,1,200,-2.76,4.1,67.19,Wastewater,Others,S,PVC,142.37,Geology-0,25.04,SoilType-4,No,190,No,LandCover-1,RoadClass-0,0,0
158501,1,315,-2.91,-5.06,8.25,Stormwater,Others,S,PVC,142.65,Geology-0,24.86,SoilType-4,No,190,No,LandCover-1,RoadClass-0,0,0
156316,1,300,-3.15,1.25,19.79,Stormwater,Others,S,PPP,146.58,Geology-0,13.12,SoilType-6,No,15,No,LandCover-4,RoadClass-2,0,0
163436,2,315,-1.47,2.55,51.38,Stormwater,Others,S,PPP,144.3,Geology-0,22.71,SoilType-4,No,71,No,LandCover-2,RoadClass-1,0,0
164105,2,200,-1.81,0.39,63.33,Wastewater,Others,S,PVC,144.4,Geology-0,23.03,SoilType-4,No,71,No,LandCover-2,RoadClass-0,0,0
163438,2,200,-1.85,2.63,86.7,Wastewater,Others,S,PVC,144.44,Geology-0,22.68,SoilType-4,No,71,No,LandCover-2,RoadClass-1,0,0
163730,2,315,-1.89,-5.48,43.91,Stormwater,Others,S,PPP,144.67,Geology-0,22.35,SoilType-5,No,71,No,LandCover-2,RoadClass-1,0,0
12353,2,300,-1.93,0.85,63.63,Combined,MUF,S,Others,119.82,Geology-2,15.43,SoilType-3,No,151,No,LandCover-4,RoadClass-0,0,14
154547,2,200,-2.22,4.83,26.89,Combined,Others,S,PVC,104.97,Geology-2,15.46,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
163422,2,200,-2.27,0.57,23.29,Wastewater,Others,S,PVC,144.14,Geology-0,22.87,SoilType-4,No,71,No,LandCover-2,RoadClass-0,0,0
163662,2,315,-2.27,3,46.37,Stormwater,Others,S,PPP,144.62,Geology-0,22.54,SoilType-5,No,71,No,LandCover-2,RoadClass-2,0,0
163423,2,315,-2.8,0.44,84.34,Stormwater,Others,S,PPP,144.34,Geology-0,22.96,SoilType-4,No,71,No,LandCover-2,RoadClass-0,0,0
160169,3,315,-0.7,-2.75,16.62,Stormwater,Others,S,PVC,139.69,Geology-3,5.5,SoilType-6,No,120,No,LandCover-1,RoadClass-0,0,0
142833,3,200,-1.94,-4.14,29.27,Stormwater,Others,S,PVC,134.79,Geology-2,19.63,SoilType-5,No,204,No,LandCover-4,RoadClass-3,0,0
3267,3,160,-3.4,2.36,80.69,Wastewater,Others,S,PPP,143.63,Geology-2,14.47,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
154174,5,200,-0.48,0.77,42.33,Wastewater,Others,S,PVC,148.36,Geology-0,7.5,SoilType-7,No,0,No,LandCover-5,RoadClass-0,0,0
153958,5,200,-0.5,0.55,38.21,Wastewater,Others,S,PVC,148.28,Geology-0,7.81,SoilType-7,No,0,No,LandCover-5,RoadClass-0,0,0
150842,5,160,-0.53,10.6,18.12,Stormwater,Others,S,PVC,102.59,Geology-2,15.44,SoilType-3,No,84,No,LandCover-4,RoadClass-1,0,0
153837,5,200,-0.96,0.75,55.5,Wastewater,Others,S,PVC,148.09,Geology-0,8.89,SoilType-7,No,0,No,LandCover-4,RoadClass-0,0,0
153838,5,200,-1.1,1.32,30.55,Wastewater,Others,S,PVC,148.44,Geology-0,7.33,SoilType-3,No,0,No,LandCover-2,RoadClass-0,0,0
158844,5,200,-1.49,-0.72,3.14,Wastewater,Others,S,PVC,122.48,Geology-2,15.64,SoilType-6,No,111,No,LandCover-4,RoadClass-0,0,0
153957,5,200,-1.88,0.46,48.66,Wastewater,Others,S,PVC,148.17,Geology-0,8.22,SoilType-7,No,0,No,LandCover-2,RoadClass-0,0,0
138894,5,160,-1.97,3.08,43.17,Wastewater,MUF,S,PVC,136.95,Geology-2,23.36,SoilType-2,No,242,No,LandCover-1,RoadClass-0,0,0
138888,5,160,-2.22,2.24,24.36,Wastewater,MUF,S,PVC,137.03,Geology-2,23.56,SoilType-4,No,231,No,LandCover-2,RoadClass-0,0,0
133863,5,225,-2.22,0.13,40.89,Combined,MUF,S,BET,124.36,Geology-2,16.2,SoilType-4,No,180,No,LandCover-2,RoadClass-1,0,103
150841,5,200,-2.85,6.35,15.66,Stormwater,Others,S,PVC,102.61,Geology-2,15.44,SoilType-3,No,84,No,LandCover-4,RoadClass-0,0,0
149287,6,160,-1.41,2.25,1.1,Combined,Others,S,PVC,118.84,Geology-2,15.57,SoilType-9,No,230,No,LandCover-2,RoadClass-3,0,0
137248,6,200,-1.82,0.76,39.78,Stormwater,Others,S,PVC,118,Geology-2,68.23,SoilType-3,No,77,No,LandCover-2,RoadClass-0,0,0
130406,6,315,-1.87,0.99,25.35,Wastewater,Others,S,PVC,145.74,Geology-0,13.79,SoilType-9,No,87,No,LandCover-2,RoadClass-1,0,0
161406,6,315,-2.27,0.27,24.42,Wastewater,Others,S,PVC,122.45,Geology-0,15.76,SoilType-4,No,11,No,LandCover-2,RoadClass-0,6690,1800
145407,6,630,-2.28,-0.14,51.9,Stormwater,Others,S,PPP,122.45,Geology-2,15.78,SoilType-2,No,11,No,LandCover-1,RoadClass-3,0,0
67464,6,315,-2.38,1.08,18.01,Wastewater,Others,S,PVC,145.7,Geology-0,13.83,SoilType-9,No,87,No,LandCover-1,RoadClass-1,0,0
151457,7,250,-1.27,0.94,94.3,Combined,Others,S,PVC,105.97,Geology-2,15.47,SoilType-0,No,542,No,LandCover-2,RoadClass-0,0,0
3285,8,160,-0.01,0.5,12.31,Wastewater,Others,S,PVC,144.12,Geology-2,13.62,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
171148,8,160,-1.05,1.32,91.2,Wastewater,Others,S,PVC,144.07,Geology-2,13.8,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
171149,8,300,-1.07,1.32,94.03,Stormwater,Others,S,PPP,144.07,Geology-2,13.8,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
3272,8,400,-1.44,0.1,52.28,Stormwater,Others,S,PPP,143.72,Geology-2,14.86,SoilType-3,No,0,No,LandCover-1,RoadClass-4,0,0
3288,8,160,-1.62,-0.1,62.84,Wastewater,Others,S,PVC,143.8,Geology-2,14.56,SoilType-3,No,0,No,LandCover-1,RoadClass-3,0,0
3273,8,400,-1.63,1.11,43.74,Stormwater,Others,S,PPP,143.65,Geology-2,15,SoilType-3,No,0,No,LandCover-1,RoadClass-4,0,0
3290,8,160,-1.67,0.17,44.19,Wastewater,Others,S,PVC,143.66,Geology-2,15,SoilType-3,No,0,No,LandCover-1,RoadClass-4,0,0
127421,8,400,-1.71,-0.52,14.3,Stormwater,MUF,S,BET,145.5,Geology-0,13.55,SoilType-9,No,59,No,LandCover-1,RoadClass-0,0,0
3271,8,400,-1.84,-0.09,68.07,Stormwater,Others,S,PPP,143.81,Geology-2,14.56,SoilType-3,No,0,No,LandCover-1,RoadClass-3,0,0
144154,8,200,-1.9,2.95,49.59,Stormwater,Others,S,PVC,148.96,Geology-0,14.97,SoilType-5,No,197,No,LandCover-1,RoadClass-0,0,0
129158,8,250,-2.24,-1.27,53.26,Wastewater,Others,S,PVC,145.81,Geology-0,13.75,SoilType-9,No,87,No,LandCover-4,RoadClass-1,0,0
3283,8,300,-2.6,0.35,62.97,Stormwater,Others,S,PPP,143.9,Geology-2,14.35,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
144390,8,200,-2.74,-3.51,33.94,Stormwater,Others,S,PVC,149.05,Geology-0,14.39,SoilType-5,No,197,No,LandCover-4,RoadClass-0,0,0
115330,9,250,-0.73,7.69,47.05,Combined,Others,S,PVC,144.58,Geology-0,14.82,SoilType-9,No,133,No,LandCover-1,RoadClass-0,0,0
106619,9,250,-0.86,-0.39,29.31,Combined,Others,S,PVC,124.33,Geology-2,16.21,SoilType-9,No,180,No,LandCover-2,RoadClass-1,0,61
130324,9,315,-1.02,5.69,16.55,Stormwater,Others,S,PPP,140.39,Geology-3,5.43,SoilType-6,No,120,No,LandCover-2,RoadClass-0,0,0
115471,9,250,-1.14,4.4,5.83,Combined,Others,S,PVC,144.58,Geology-0,14.87,SoilType-9,No,133,No,LandCover-4,RoadClass-0,0,0
145175,9,200,-1.32,1.86,32.47,Combined,Others,S,PVC,106.79,Geology-2,15.49,SoilType-2,No,216,No,LandCover-1,RoadClass-0,0,0
115472,9,250,-1.44,2.58,43.55,Combined,Others,S,PVC,144.57,Geology-0,14.94,SoilType-9,No,133,No,LandCover-1,RoadClass-0,0,0
127416,9,315,-1.51,3.54,3.58,Combined,Others,S,PVC,145.49,Geology-0,13.55,SoilType-9,No,59,No,LandCover-1,RoadClass-0,0,0
144237,9,250,-1.64,0.64,16.69,Combined,MUF,S,PVC,122.43,Geology-2,15.61,SoilType-9,No,109,No,LandCover-4,RoadClass-3,0,0
103562,9,250,-1.91,0.69,60.28,Combined,Others,S,PVC,124.38,Geology-0,16.19,SoilType-4,No,11,No,LandCover-4,RoadClass-2,0,0
128741,9,160,-2.03,4.57,17.48,Wastewater,Others,S,PVC,123.67,Geology-2,18.18,SoilType-9,No,135,No,LandCover-2,RoadClass-1,0,0
123588,9,250,-2.16,3.54,93.3,Combined,Others,S,Others,145.62,Geology-0,13.17,SoilType-9,No,59,No,LandCover-1,RoadClass-0,0,0
153020,9,225,-2.23,0.86,38.88,Combined,Others,S,BET,124.35,Geology-2,16.2,SoilType-4,No,180,No,LandCover-1,RoadClass-1,0,212
127427,9,250,-2.27,1.05,47.07,Combined,Others,S,PVC,145.54,Geology-0,13.44,SoilType-9,No,59,No,LandCover-1,RoadClass-0,0,0
131477,9,315,-4.33,2.23,13.1,Stormwater,Others,S,PVC,122.65,Geology-2,17.8,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
144238,9,250,-4.35,0.24,74.11,Combined,MUF,S,PVC,122.45,Geology-2,15.62,SoilType-9,No,109,No,LandCover-2,RoadClass-3,0,0
130162,10,150,-1.07,-0.67,96.16,Wastewater,Others,S,PVC,143.26,Geology-0,14.76,SoilType-7,No,73,No,LandCover-4,RoadClass-3,0,49
24467,10,315,-1.38,6.59,18.66,Combined,MUF,S,PVC,117.37,Geology-2,15.57,SoilType-9,No,230,No,LandCover-1,RoadClass-3,0,37
100827,10,125,-1.71,0.82,18.84,Combined,Others,S,PVC,131.17,Geology-2,19.41,SoilType-6,No,93,No,LandCover-1,RoadClass-1,0,0
112096,10,200,-1.81,-0.03,25.36,Combined,Others,S,PVC,140.63,Geology-0,24.76,SoilType-4,No,167,No,LandCover-4,RoadClass-2,0,84
112189,11,160,-1.84,5.26,32.34,Wastewater,Others,S,PVC,150.64,Geology-0,11.51,SoilType-9,No,26,No,LandCover-4,RoadClass-0,0,0
156792,11,160,-3.92,-0.15,17.59,Stormwater,Others,S,PVC,115.6,Geology-2,15.6,SoilType-5,No,157,No,LandCover-1,RoadClass-3,0,0
149181,12,160,-0.98,1.38,32.44,Wastewater,Others,S,PVC,124.85,Geology-0,16.25,SoilType-4,No,180,No,LandCover-1,RoadClass-0,0,0
134191,12,200,-1.07,0.25,51.67,Wastewater,Others,S,PVC,110.3,Geology-2,15.53,SoilType-2,No,342,No,LandCover-1,RoadClass-0,0,0
133438,12,200,-1.32,1.99,51.45,Wastewater,Others,S,PVC,109.67,Geology-2,15.53,SoilType-2,No,342,No,LandCover-1,RoadClass-0,0,0
149184,12,160,-1.96,0.67,33.14,Wastewater,Others,S,PVC,124.88,Geology-0,16.25,SoilType-4,No,180,No,LandCover-1,RoadClass-0,0,0
133488,12,200,-1.99,1.01,49.03,Wastewater,Others,S,PVC,109.99,Geology-2,15.53,SoilType-2,No,342,No,LandCover-1,RoadClass-0,0,0
133016,13,200,-0.91,1.46,51.97,Wastewater,Others,S,PVC,109.38,Geology-2,15.53,SoilType-2,No,139,No,LandCover-4,RoadClass-1,0,43
131501,13,250,-1.06,4.78,14.58,Combined,Others,S,PVC,109.34,Geology-2,15.52,SoilType-0,No,102,No,LandCover-1,RoadClass-0,0,47
106691,13,315,-1.08,9.8,79.33,Combined,Others,S,PVC,105.98,Geology-2,15.48,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,39
133030,13,160,-1.25,1.21,33.74,Wastewater,Others,S,PVC,108.9,Geology-2,15.52,SoilType-2,No,139,No,LandCover-1,RoadClass-0,0,0
78495,13,400,-1.64,0.14,54.44,Combined,Others,S,PVC,139.84,Geology-2,24.1,SoilType-4,No,180,No,LandCover-4,RoadClass-0,0,0
131472,13,250,-2.41,3.9,27.72,Combined,Others,S,PVC,109.21,Geology-2,15.51,SoilType-0,No,225,No,LandCover-2,RoadClass-2,0,0
156672,13,160,-2.52,3.79,10.63,Wastewater,Others,S,PVC,115.72,Geology-2,15.61,SoilType-5,No,157,No,LandCover-1,RoadClass-0,0,0
88550,13,250,-2.76,6.33,46.89,Combined,Others,S,PVC,109.02,Geology-2,15.51,SoilType-0,No,225,No,LandCover-2,RoadClass-4,0,0
133015,13,160,-3.73,15.18,22.71,Wastewater,Others,S,PVC,115.82,Geology-2,15.61,SoilType-5,No,157,No,LandCover-1,RoadClass-2,0,0
156674,13,160,-4.11,-1.17,18.17,Wastewater,Others,S,PVC,115.57,Geology-2,15.6,SoilType-5,No,157,No,LandCover-1,RoadClass-3,0,0
53504,14,1000,-2.1,2.79,11.18,Stormwater,MUF,S,BET,141.4,Geology-2,11.59,SoilType-5,No,71,No,LandCover-4,RoadClass-1,0,0
80940,14,200,-2.48,-1.31,16.66,Wastewater,Others,S,PVC,131.99,Geology-0,25.63,SoilType-5,No,0,No,LandCover-2,RoadClass-2,0,81
13796,15,110,-0.2,11.82,19.18,Combined,Others,S,PVC,97.87,Geology-2,15.44,SoilType-2,Yes,523,No,LandCover-1,RoadClass-0,0,0
14006,15,200,-1.07,1.73,46.61,Combined,Others,S,PVC,103.36,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
129898,15,200,-1.12,3.93,3.95,Wastewater,Others,S,PVC,129.36,Geology-0,19.41,SoilType-5,No,20,No,LandCover-1,RoadClass-2,0,0
129850,15,200,-1.43,2.43,46.58,Wastewater,Others,S,PVC,129.3,Geology-0,19.39,SoilType-5,No,20,No,LandCover-1,RoadClass-0,12260,7
74938,15,200,-1.65,0.17,61.97,Stormwater,Others,S,PVC,129.15,Geology-2,16.69,SoilType-9,No,191,No,LandCover-4,RoadClass-1,8700,0
14008,15,250,-2.17,3.79,61.55,Combined,Others,S,PVC,103.99,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,5
9492,16,200,-0.72,7.69,35.84,Combined,Others,S,PVC,108.39,Geology-2,15.42,SoilType-2,No,182,No,LandCover-1,RoadClass-0,0,0
79846,16,250,-0.98,-8.23,10.98,Combined,Others,S,PVC,104.29,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
80763,16,250,-1.01,0.97,67.6,Stormwater,Others,S,PVC,131.93,Geology-2,23.19,SoilType-5,No,6,No,LandCover-1,RoadClass-1,0,0
160267,16,250,-1.19,0.29,27.22,Stormwater,Others,S,BET,139.87,Geology-3,6,SoilType-6,No,81,No,LandCover-1,RoadClass-0,6900,37
86021,16,315,-1.44,2.34,14.6,Stormwater,Others,S,BET,115.9,Geology-2,15.59,SoilType-9,No,174,No,LandCover-2,RoadClass-3,0,0
94297,16,200,-1.58,-1.83,18.29,Stormwater,Others,S,PPP,105.2,Geology-2,15.46,SoilType-2,No,320,No,LandCover-2,RoadClass-0,0,11
86016,16,315,-1.66,4.08,141.15,Stormwater,Others,S,PVC,116.15,Geology-2,15.59,SoilType-9,No,174,No,LandCover-2,RoadClass-1,0,0
161847,16,225,-1.66,-0.12,10.09,Combined,Others,S,Others,123.81,Geology-2,15.48,SoilType-3,No,195,No,LandCover-1,RoadClass-1,0,0
