PipeID,Age,Diameter,Depth,Slope,Length,Pipe_Type,Connection_Type,Pipe_Form,Material,Rainfall,Geology,Groundwater,Soil_Type,Landslide_Area,Population,Building_Area,Land_Cover,Distance_to_Road,Traffic_Volume,Condition_Classes
164975,1,250,-0.78,4.79,42.19,Wastewater,IM,S,PVC,147.37,Geology-0,18.79,SoilType-5,No,12,No,LandCover-2,RoadClass-2,0,0
67453,47,300,-1.45,2.42,47.86,Combined,MUF,S,BET,145.18,Geology-0,14.01,SoilType-9,No,129,Yes,LandCover-4,RoadClass-1,0,0
4973,51,225,-1.16,1.24,28.51,Combined,MUF,S,BET,122.9,Geology-2,15.47,SoilType-2,No,266,No,LandCover-2,RoadClass-0,0,1
27706,20,400,-2.64,5.32,61.49,Stormwater,MUF,S,Others,112.62,Geology-2,15.41,SoilType-2,No,182,No,LandCover-1,RoadClass-2,0,1
4404,61,300,-3.33,31.9,23.83,Combined,MUF,S,BET,117.55,Geology-2,15.5,SoilType-2,No,146,No,LandCover-2,RoadClass-3,0,1
73966,99,300,-1.25,7.54,11.77,Combined,Others,S,Others,106.65,Geology-2,15.5,SoilType-2,No,546,No,LandCover-1,RoadClass-0,0,1
66609,46,200,-2.26,2.46,44.38,Wastewater,Others,S,PVC,129.64,Geology-2,32.83,SoilType-6,No,130,No,LandCover-2,RoadClass-0,0,0
24547,52,200,-1.32,18.64,3.75,Wastewater,Others,S,PVC,105.51,Geology-2,15.44,SoilType-2,No,405,No,LandCover-1,RoadClass-0,0,0
5612,46,400,-1.4,1.51,33.2,Stormwater,MUF,S,BET,122.42,Geology-2,15.68,SoilType-4,No,109,No,LandCover-2,RoadClass-0,0,0
79844,16,250,-2.12,-3.14,8.36,Combined,Others,S,PVC,104.07,Geology-2,15.46,SoilType-2,No,320,No,LandCover-1,RoadClass-1,0,0
46113,69,225,-0.96,8.37,21.51,Combined,Others,S,Others,106.76,Geology-2,15.5,SoilType-2,No,546,No,LandCover-1,RoadClass-0,0,1
154253,1,225,-1.13,1.57,37.91,Wastewater,MUF,S,BET,124.2,Geology-2,16.21,SoilType-9,No,106,No,LandCover-1,RoadClass-1,0,0
158102,99,300,-1.67,-4.65,8.33,Combined,Others,S,Others,106.57,Geology-2,15.5,SoilType-2,No,546,No,LandCover-1,RoadClass-0,0,0
73968,54,200,-4.1,2.63,17.68,Combined,Others,S,PVC,106.14,Geology-2,15.47,SoilType-0,No,216,No,LandCover-3,RoadClass-0,0,0
165518,0,160,-0.98,0.76,54.28,Wastewater,Others,S,PVC,126.76,Geology-2,16.12,SoilType-5,No,108,No,LandCover-1,RoadClass-2,0,0
74938,15,200,-1.65,0.17,61.97,Stormwater,Others,S,PVC,129.15,Geology-2,16.69,SoilType-9,No,191,No,LandCover-4,RoadClass-1,8700,0
164618,0,200,-1.47,2.58,52.54,Wastewater,Others,S,PVC,142.42,Geology-0,25.63,SoilType-5,No,208,No,LandCover-1,RoadClass-0,0,0
164856,1,250,-2.87,-5.02,3.18,Stormwater,Others,Others,BET,139.8,Geology-3,5.7,SoilType-6,No,120,No,LandCover-1,RoadClass-1,0,1
133030,13,160,-1.25,1.21,33.74,Wastewater,Others,S,PVC,108.9,Geology-2,15.52,SoilType-2,No,139,No,LandCover-1,RoadClass-0,0,0
156937,51,250,-0.78,-0.44,18.13,Combined,Others,S,BET,126.89,Geology-0,16.78,SoilType-9,No,111,No,LandCover-2,RoadClass-1,0,0
9772,25,200,-2.52,10.91,32.26,Combined,Others,S,PVC,98.86,Geology-2,15.48,SoilType-2,No,168,No,LandCover-1,RoadClass-0,10950,0
3980,56,225,-1.71,6.65,52.9,Combined,MUF,S,BET,122.43,Geology-2,15.67,SoilType-9,No,138,No,LandCover-2,RoadClass-0,0,1
65545,43,225,-3.17,3.09,53.42,Combined,MUF,S,BET,136.68,Geology-2,15.95,SoilType-5,No,94,No,LandCover-1,RoadClass-0,0,1
58815,0,230,-1.74,5.93,25.58,Combined,MUF,S,BET,126.34,Geology-2,16.15,SoilType-6,No,108,No,LandCover-2,RoadClass-1,0,0
149181,12,160,-0.98,1.38,32.44,Wastewater,Others,S,PVC,124.85,Geology-0,16.25,SoilType-4,No,180,No,LandCover-1,RoadClass-0,0,0
163225,0,160,-1.53,1.17,74.08,Wastewater,Others,S,PVC,143.92,Geology-2,23.61,SoilType-5,No,94,No,LandCover-2,RoadClass-3,0,0
73225,26,250,-1.53,0.83,29.66,Combined,Others,S,PVC,105.99,Geology-2,15.49,SoilType-2,No,376,No,LandCover-2,RoadClass-0,0,0
64428,23,200,-1.95,0.54,37.87,Wastewater,MUF,S,BET,132.88,Geology-2,22.92,SoilType-5,No,17,No,LandCover-2,RoadClass-0,0,0
13910,105,225,-2.73,4.04,16.05,Combined,MUF,S,BET,100.94,Geology-2,15.45,SoilType-2,Yes,84,Yes,LandCover-1,RoadClass-1,0,1
164750,1,315,-1.34,3.75,18.97,Stormwater,Others,S,PPP,145.58,Geology-0,23.42,SoilType-9,No,12,No,LandCover-2,RoadClass-1,0,0
75428,39,315,-0.36,3.69,9.26,Combined,Others,S,PVC,105.31,Geology-2,15.48,SoilType-2,No,6,No,LandCover-1,RoadClass-0,0,0
85146,22,250,-0.99,4.39,50.95,Wastewater,Others,S,PVC,109.02,Geology-2,15.52,SoilType-2,No,139,No,LandCover-1,RoadClass-0,9680,0
159290,1,200,-1.18,5.21,29,Wastewater,Others,S,PVC,122.52,Geology-2,15.7,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
55355,58,200,-1.59,1.96,12.67,Stormwater,Others,S,PVC,139.25,Geology-2,21.23,SoilType-2,No,62,No,LandCover-2,RoadClass-0,0,0
69209,40,200,-1.02,0.36,21.58,Stormwater,IM,S,BET,146.4,Geology-0,16.53,SoilType-9,No,81,No,LandCover-2,RoadClass-1,0,1
63977,22,250,-0.26,5.26,36.94,Stormwater,MUF,S,Others,131.85,Geology-2,20.65,SoilType-6,No,75,No,LandCover-3,RoadClass-2,0,0
156935,1,300,-2.28,-1.29,48.14,Combined,Others,S,BET,126.69,Geology-0,16.74,SoilType-4,No,31,No,LandCover-2,RoadClass-2,0,0
66664,56,200,-2.42,2.54,29.75,Wastewater,MUF,S,BET,128.93,Geology-2,33.66,SoilType-5,No,138,No,LandCover-2,RoadClass-1,0,1
57514,29,315,-1.36,0.1,50.5,Wastewater,Others,S,PVC,143,Geology-2,20.32,SoilType-9,No,19,No,LandCover-4,RoadClass-4,0,0
41060,89,300,-0.3,1.48,70.9,Combined,Others,S,Others,109.73,Geology-2,15.52,SoilType-0,No,342,No,LandCover-4,RoadClass-0,0,0
27900,36,400,-1.79,1.23,23.77,Combined,Others,S,PVC,103.69,Geology-2,15.47,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,0
159161,0,160,-1.96,5,93.57,Wastewater,Others,S,PVC,122.58,Geology-2,17.82,SoilType-9,No,111,No,LandCover-2,RoadClass-1,0,0
159689,1,160,-2.16,6.19,68.77,Wastewater,Others,S,PVC,122.44,Geology-2,15.47,SoilType-2,No,115,No,LandCover-2,RoadClass-0,0,0
157104,1,315,-2.27,2.52,49.52,Stormwater,Others,S,PVC,119.86,Geology-2,15.58,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
55463,40,160,-2.94,1.55,88.86,Wastewater,Others,S,PVC,143.1,Geology-0,21.44,SoilType-5,No,134,No,LandCover-2,RoadClass-4,0,1
14959,64,200,-2.48,1.54,27.89,Combined,MUF,S,BET,123.26,Geology-2,18.01,SoilType-9,No,236,No,LandCover-2,RoadClass-2,0,1
47622,69,230,-0.89,5.43,20.25,Combined,MUF,S,BET,108.23,Geology-2,15.51,SoilType-2,No,139,No,LandCover-1,RoadClass-2,0,1
155251,40,200,-3.87,5.08,72.05,Wastewater,IM,S,BET,146.9,Geology-0,18.18,SoilType-9,No,54,No,LandCover-2,RoadClass-1,0,1
56693,35,160,-1.23,1.32,44.45,Wastewater,Others,S,PVC,137.97,Geology-0,25.93,SoilType-5,No,180,No,LandCover-1,RoadClass-0,0,0
162144,1,200,-1.42,9.13,44.83,Wastewater,Others,S,PVC,132.78,Geology-2,19.26,SoilType-5,No,125,No,LandCover-1,RoadClass-3,0,0
156672,13,160,-2.52,3.79,10.63,Wastewater,Others,S,PVC,115.72,Geology-2,15.61,SoilType-5,No,157,No,LandCover-1,RoadClass-0,0,0
145141,46,125,-0.85,1.08,32.19,Combined,MUF,S,PVC,106.01,Geology-2,15.47,SoilType-2,No,542,No,LandCover-2,RoadClass-0,0,1
71002,50,230,-1.46,2.43,97.64,Combined,MUF,S,BET,126.42,Geology-0,15.62,SoilType-4,Yes,81,No,LandCover-4,RoadClass-2,0,1
146567,44,200,-1.99,-0.88,9.69,Wastewater,Others,Others,PVC,111.92,Geology-2,15.62,SoilType-5,No,25,No,LandCover-4,RoadClass-2,0,1
46103,86,250,-1.64,5.14,10.81,Combined,MUF,S,BET,107.25,Geology-2,15.5,SoilType-2,No,382,No,LandCover-1,RoadClass-0,0,1
59689,51,300,-2.36,1.8,25.61,Combined,MUF,S,BET,126.58,Geology-0,16.73,SoilType-4,No,31,No,LandCover-2,RoadClass-1,0,0
46009,93,305,-0.83,15.54,9.78,Combined,MUF,S,BET,107.41,Geology-2,15.5,SoilType-2,No,382,No,LandCover-1,RoadClass-1,0,1
164482,0,315,-1.63,2.63,59.02,Stormwater,Others,S,PVC,143.42,Geology-0,25.16,SoilType-5,No,208,No,LandCover-2,RoadClass-0,0,0
4850,39,150,-1.75,0.59,48.94,Combined,MUF,S,BET,142.19,Geology-0,24.55,SoilType-4,No,12,No,LandCover-4,RoadClass-0,0,1
169683,22,250,-1.21,0.65,32.88,Stormwater,Others,S,PVC,106.1,Geology-2,15.49,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,0
54399,26,250,-1.77,2.35,48.81,Wastewater,Others,S,PVC,138.81,Geology-2,12.45,SoilType-8,No,90,No,LandCover-1,RoadClass-1,0,0
13806,91,300,-0.73,5.67,15.01,Combined,Others,S,Others,97.56,Geology-2,15.46,SoilType-2,No,523,No,LandCover-1,RoadClass-0,0,1
66847,36,200,-1.68,0.49,37.22,Combined,Others,S,PVC,127.32,Geology-2,35.88,SoilType-5,No,138,No,LandCover-2,RoadClass-3,0,0
164394,1,315,-1.92,0.88,140.01,Stormwater,Others,S,PPP,145.06,Geology-0,23.26,SoilType-4,No,12,No,LandCover-2,RoadClass-0,0,0
162264,86,400,-2.69,5.67,6.53,Combined,Others,S,Others,99.41,Geology-2,15.45,SoilType-2,Yes,523,No,LandCover-1,RoadClass-0,0,1
48336,52,225,-0.55,22.08,2.83,Combined,MUF,S,BET,124.28,Geology-2,15.47,SoilType-3,No,93,No,LandCover-1,RoadClass-0,0,1
62491,58,225,-2.91,2.12,43.23,Combined,MUF,S,BET,130.85,Geology-2,19.13,SoilType-6,No,120,No,LandCover-1,RoadClass-1,0,0
64926,59,225,-1.69,-0.68,30.18,Wastewater,MUF,S,BET,134.29,Geology-0,21.42,SoilType-5,No,181,No,LandCover-2,RoadClass-1,0,0
163891,1,200,-2.3,0.66,84.92,Wastewater,Others,S,PVC,145.38,Geology-0,24.35,SoilType-4,No,208,No,LandCover-2,RoadClass-0,0,0
80682,45,150,-1.23,3.98,8.99,Combined,MUF,S,BET,134.74,Geology-2,19.77,SoilType-5,No,204,No,LandCover-4,RoadClass-3,0,0
61872,43,200,-0.92,0.34,43.45,Wastewater,Others,S,PVC,131.19,Geology-0,19.54,SoilType-6,No,93,No,LandCover-2,RoadClass-0,0,1
56025,39,150,-2.08,2.5,24.08,Wastewater,MUF,S,BET,133.86,Geology-0,24.48,SoilType-4,No,93,No,LandCover-2,RoadClass-3,0,1
73975,41,200,-1.77,7.71,47.59,Combined,Others,S,PVC,105.96,Geology-2,15.48,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,1
103562,9,250,-1.91,0.69,60.28,Combined,Others,S,PVC,124.38,Geology-0,16.19,SoilType-4,No,11,No,LandCover-4,RoadClass-2,0,0
63978,22,160,-0.27,5.28,38.36,Wastewater,Others,S,Others,131.86,Geology-2,20.65,SoilType-6,No,75,No,LandCover-3,RoadClass-2,0,0
157774,1,160,-1.49,1.56,60.54,Wastewater,Others,S,PVC,128.17,Geology-2,15.62,SoilType-9,No,114,No,LandCover-2,RoadClass-0,0,0
150842,5,160,-0.53,10.6,18.12,Stormwater,Others,S,PVC,102.59,Geology-2,15.44,SoilType-3,No,84,No,LandCover-4,RoadClass-1,0,0
155370,0,250,-1.41,0.81,33.74,Stormwater,Others,S,PVC,146.07,Geology-0,13.7,SoilType-7,No,11,No,LandCover-4,RoadClass-2,0,0
72604,50,250,-2.54,13.95,8.64,Combined,Others,S,PVC,111.81,Geology-2,15.6,SoilType-9,No,21,No,LandCover-2,RoadClass-0,0,1
159759,0,160,-1.89,6.57,71.61,Wastewater,Others,S,PVC,122.48,Geology-2,15.46,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
160632,1,200,-1.46,3.54,32.87,Wastewater,MUF,S,BET,126.92,Geology-0,16.77,SoilType-9,No,111,No,LandCover-1,RoadClass-0,0,0
54435,47,200,-2.13,1.06,25.14,Wastewater,MUF,S,BET,139.72,Geology-2,14.23,SoilType-4,No,202,No,LandCover-4,RoadClass-3,0,0
71398,54,225,-1.81,0.2,47,Combined,MUF,S,BET,122.39,Geology-2,15.71,SoilType-9,No,138,No,LandCover-2,RoadClass-1,0,1
4325,23,200,-1.18,3.18,17.81,Combined,MUF,S,PVC,124.25,Geology-2,15.47,SoilType-3,No,195,No,LandCover-1,RoadClass-0,0,1
14966,53,250,-1.06,-0.69,64.22,Combined,MUF,S,PVC,123.29,Geology-2,18.1,SoilType-9,No,93,No,LandCover-4,RoadClass-3,0,0
66622,46,160,-2.25,4.59,21.43,Wastewater,Others,S,PVC,129.23,Geology-2,34.11,SoilType-5,No,130,No,LandCover-2,RoadClass-0,0,0
65561,24,200,-2.01,1.38,43.51,Combined,MUF,S,BET,135.93,Geology-2,17.6,SoilType-5,No,195,No,LandCover-2,RoadClass-1,0,0
66273,64,225,-3.14,1.41,71.51,Wastewater,MUF,S,BET,133.23,Geology-0,27.1,SoilType-5,No,44,No,LandCover-2,RoadClass-0,0,0
163472,1,315,-1.5,2.09,52.12,Combined,MUF,S,PVC,142.54,Geology-0,15.16,SoilType-9,No,65,No,LandCover-2,RoadClass-2,0,0
69907,39,200,-1.14,0.79,33.51,Wastewater,IM,S,PVC,149.78,Geology-0,9.27,SoilType-5,No,47,No,LandCover-4,RoadClass-0,0,0
160238,1,150,-1.73,0.34,8.66,Stormwater,Others,Others,Others,103.9,Geology-2,15.47,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,1
153838,5,200,-1.1,1.32,30.55,Wastewater,Others,S,PVC,148.44,Geology-0,7.33,SoilType-3,No,0,No,LandCover-2,RoadClass-0,0,0
5293,57,150,-0.92,1.59,64.89,Stormwater,MUF,S,BET,122.5,Geology-0,15.59,SoilType-2,No,318,No,LandCover-2,RoadClass-1,6690,1
69038,33,200,-1.24,0.4,60.63,Wastewater,IM,S,PVC,149.41,Geology-0,9.18,SoilType-7,No,123,No,LandCover-2,RoadClass-0,0,0
6245,22,800,-2.14,-2.12,18,Stormwater,MUF,Others,BET,122.45,Geology-0,15.76,SoilType-4,No,11,No,LandCover-2,RoadClass-1,6690,0
162554,1,315,-1.27,3.58,39.07,Stormwater,Others,S,PVC,125.84,Geology-0,16.33,SoilType-4,No,146,No,LandCover-2,RoadClass-1,0,0
63125,47,375,-1.71,1.49,30.84,Stormwater,MUF,S,BET,133.15,Geology-2,18.62,SoilType-9,No,78,No,LandCover-1,RoadClass-2,0,1
86021,16,315,-1.44,2.34,14.6,Stormwater,Others,S,BET,115.9,Geology-2,15.59,SoilType-9,No,174,No,LandCover-2,RoadClass-3,0,0
57247,40,300,-2.12,2.99,46.15,Combined,MUF,S,BET,145.3,Geology-0,24.42,SoilType-4,No,208,No,LandCover-1,RoadClass-0,0,1
24465,68,300,-2.73,4.88,27.38,Combined,MUF,S,BET,117.52,Geology-2,15.57,SoilType-9,No,230,No,LandCover-2,RoadClass-2,0,1
62552,29,200,-1.54,15.22,13.58,Combined,Others,S,PVC,131.94,Geology-2,18.6,SoilType-9,No,158,No,LandCover-4,RoadClass-3,0,1
53984,21,300,-1.99,-3.24,5.92,Stormwater,MUF,S,BET,140.01,Geology-3,6.51,SoilType-6,No,81,No,LandCover-2,RoadClass-1,0,1
162532,1,400,-2.13,2.84,27.34,Stormwater,Others,S,PVC,132.98,Geology-2,18.99,SoilType-4,No,125,No,LandCover-1,RoadClass-1,0,0
69438,48,200,-1.6,1.04,59.66,Wastewater,IM,S,PVC,148.1,Geology-0,19.09,SoilType-6,No,15,No,LandCover-4,RoadClass-4,0,0
63102,46,185,-2.07,0.09,25.97,Wastewater,MUF,S,PVC,134.82,Geology-2,16.9,SoilType-5,No,80,No,LandCover-4,RoadClass-3,0,1
156770,1,200,-1.35,1.42,110.53,Stormwater,Others,S,PVC,124.42,Geology-2,16.05,SoilType-6,No,85,No,LandCover-1,RoadClass-0,0,0
67790,0,500,-2.46,0.85,19.41,Stormwater,IM,S,Others,143.97,Geology-0,16.14,SoilType-7,No,90,No,LandCover-1,RoadClass-4,0,0
164610,1,250,-1.98,4.93,75.87,Stormwater,Others,S,PVC,127.48,Geology-2,16.29,SoilType-9,No,142,No,LandCover-1,RoadClass-2,0,0
159349,1,160,-1.7,4.22,26.17,Wastewater,Others,S,PVC,122.49,Geology-2,15.49,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
1301,48,200,-1.95,-0.28,28.18,Wastewater,Others,S,PVC,122.53,Geology-0,15.77,SoilType-4,No,11,No,LandCover-4,RoadClass-0,0,0
80473,20,200,-1.34,1.51,27.27,Wastewater,Others,S,PVC,111.97,Geology-2,15.53,SoilType-0,No,330,No,LandCover-1,RoadClass-0,0,1
69437,48,250,-1.56,0.52,37.25,Wastewater,IM,S,PVC,148.01,Geology-0,19.35,SoilType-4,No,15,No,LandCover-4,RoadClass-4,0,0
171855,58,200,-1.4,1.34,27.79,Stormwater,Others,S,PVC,139.37,Geology-2,21.11,SoilType-2,No,62,No,LandCover-2,RoadClass-0,0,0
55437,40,200,-1.7,0.5,64.43,Wastewater,MUF,S,BET,140.72,Geology-0,19.64,SoilType-4,No,68,No,LandCover-2,RoadClass-2,0,0
161847,16,225,-1.66,-0.12,10.09,Combined,Others,S,Others,123.81,Geology-2,15.48,SoilType-3,No,195,No,LandCover-1,RoadClass-1,0,0
4253,68,225,-0.77,0.89,25.29,Combined,MUF,S,BET,123.72,Geology-2,15.49,SoilType-2,No,195,No,LandCover-1,RoadClass-1,0,1
158129,40,125,-1.76,-4.13,27.11,Combined,Others,S,BET,126.02,Geology-0,16.37,SoilType-4,No,146,No,LandCover-2,RoadClass-0,0,1
159450,0,315,-1.73,5.35,27.04,Stormwater,Others,S,PVC,122.48,Geology-2,15.51,SoilType-2,No,115,No,LandCover-4,RoadClass-0,0,0
165444,1,630,-2.3,-3.59,97.03,Stormwater,Others,S,PPP,142.71,Geology-0,25.3,SoilType-5,No,190,No,LandCover-2,RoadClass-0,0,0
100827,10,125,-1.71,0.82,18.84,Combined,Others,S,PVC,131.17,Geology-2,19.41,SoilType-6,No,93,No,LandCover-1,RoadClass-1,0,0
67505,40,200,-0.56,0.73,58.15,Wastewater,MUF,S,BET,145.97,Geology-0,13.33,SoilType-9,No,87,No,LandCover-2,RoadClass-0,0,1
159284,1,200,-1.95,2.34,77.68,Stormwater,Others,S,PVC,141.15,Geology-0,25.98,SoilType-5,No,190,No,LandCover-1,RoadClass-0,0,0
85545,22,250,-1.55,0.44,93.26,Wastewater,Others,S,PVC,110.37,Geology-2,15.53,SoilType-2,No,342,No,LandCover-1,RoadClass-0,9680,0
75156,37,200,-0.92,-0.48,22.78,Combined,Others,S,PVC,106.11,Geology-2,15.49,SoilType-2,No,376,No,LandCover-4,RoadClass-0,0,0
163899,1,230,-1.34,-10.24,32.82,Combined,MUF,S,BET,127.42,Geology-2,16.28,SoilType-5,No,142,No,LandCover-2,RoadClass-1,0,0
162122,1,160,-2.8,-6.59,38.06,Wastewater,Others,S,PVC,126.09,Geology-2,16.35,SoilType-6,No,146,No,LandCover-2,RoadClass-0,0,0
73961,84,225,-1.01,7.34,57.91,Combined,Others,S,Others,106.32,Geology-2,15.5,SoilType-2,No,376,No,LandCover-1,RoadClass-0,0,1
9490,52,225,-2.94,11.69,27.52,Combined,MUF,S,BET,107.35,Geology-2,15.44,SoilType-2,No,405,No,LandCover-1,RoadClass-0,0,0
171149,1,300,-1.07,1.32,94.03,Stormwater,Others,S,PPP,144.07,Geology-2,13.8,SoilType-3,No,0,No,LandCover-1,RoadClass-0,0,0
14509,98,225,-1.04,3.37,24.3,Combined,MUF,S,BET,100.45,Geology-2,15.47,SoilType-2,No,432,No,LandCover-1,RoadClass-0,0,1
3273,8,400,-1.63,1.11,43.74,Stormwater,Others,S,PPP,143.65,Geology-2,15,SoilType-3,No,0,No,LandCover-1,RoadClass-4,0,0
75739,24,200,-1.11,0.48,64.41,Stormwater,Others,S,PVC,105.31,Geology-2,15.43,SoilType-2,No,320,No,LandCover-2,RoadClass-0,0,0
164437,1,315,-2.07,0.71,52.86,Stormwater,Others,S,PVC,143.92,Geology-0,24.85,SoilType-4,No,208,No,LandCover-1,RoadClass-0,0,0
160237,1,150,-1.57,-0.82,12.34,Stormwater,Others,Others,Others,103.95,Geology-2,15.47,SoilType-2,No,85,No,LandCover-1,RoadClass-0,0,1
162887,0,160,-1.95,5.71,39.23,Wastewater,IM,S,PVC,126.06,Geology-2,16.32,SoilType-6,No,146,No,LandCover-1,RoadClass-0,0,0
74383,25,500,-1.51,-0.29,54.12,Combined,Others,S,PVC,105.53,Geology-2,15.41,SoilType-2,No,356,No,LandCover-1,RoadClass-0,0,1
131477,9,315,-4.33,2.23,13.1,Stormwater,Others,S,PVC,122.65,Geology-2,17.8,SoilType-9,No,111,No,LandCover-2,RoadClass-0,0,0
69206,40,200,-1.01,0.59,38.7,Wastewater,IM,S,BET,146.46,Geology-0,16.83,SoilType-9,No,81,No,LandCover-4,RoadClass-0,0,1
130406,6,315,-1.87,0.99,25.35,Wastewater,Others,S,PVC,145.74,Geology-0,13.79,SoilType-9,No,87,No,LandCover-2,RoadClass-1,0,0
66660,56,200,-1.22,5.12,21,Wastewater,MUF,S,BET,130.33,Geology-2,31.09,SoilType-5,No,38,No,LandCover-2,RoadClass-1,0,1
160227,1,160,-1.55,0.06,65.59,Wastewater,Others,S,PVC,122.39,Geology-2,15.48,SoilType-2,No,115,No,LandCover-1,RoadClass-0,0,0
61917,43,200,-1.08,-0.47,51.63,Wastewater,Others,S,PVC,131.27,Geology-0,19.58,SoilType-6,No,93,No,LandCover-2,RoadClass-0,0,1
79818,20,200,-2.3,6.67,60.41,Combined,Others,S,PVC,106.21,Geology-2,15.49,SoilType-2,No,542,No,LandCover-1,RoadClass-0,0,0
130324,9,315,-1.02,5.69,16.55,Stormwater,Others,S,PPP,140.39,Geology-3,5.43,SoilType-6,No,120,No,LandCover-2,RoadClass-0,0,0
69877,40,200,-0.87,3.06,42.93,Wastewater,IM,S,PVC,148.37,Geology-0,18.29,SoilType-6,No,15,No,LandCover-5,RoadClass-4,0,0
158484,1,200,-1.98,0.46,85.26,Wastewater,Others,S,PVC,120.1,Geology-2,15.59,SoilType-9,No,129,No,LandCover-2,RoadClass-0,0,0
152418,47,200,-1.75,7.54,33.63,Wastewater,Others,S,PVC,145.21,Geology-0,14.22,SoilType-9,No,129,No,LandCover-2,RoadClass-1,0,0
66671,36,200,-1.78,0.53,46.16,Wastewater,MUF,S,BET,129.46,Geology-2,31.19,SoilType-5,No,6,No,LandCover-2,RoadClass-1,0,0
162925,0,400,-3.93,-0.85,26.63,Stormwater,Others,S,PPP,145.05,Geology-0,23.91,SoilType-5,No,94,No,LandCover-1,RoadClass-3,0,0
14006,15,200,-1.07,1.73,46.61,Combined,Others,S,PVC,103.36,Geology-2,15.45,SoilType-2,No,320,No,LandCover-1,RoadClass-0,0,0
72438,31,200,-1.45,3.44,14.77,Stormwater,Others,S,BET,123.39,Geology-2,17.93,SoilType-9,No,236,No,LandCover-2,RoadClass-4,0,1
64915,37,200,-1.71,6.29,41.99,Wastewater,MUF,S,BET,134.06,Geology-0,21.52,SoilType-5,No,121,No,LandCover-2,RoadClass-1,0,0
13802,26,200,-1.45,3.52,7.72,Combined,Others,S,PVC,97.44,Geology-2,15.46,SoilType-2,No,523,No,LandCover-1,RoadClass-1,0,0
153952,0,160,-1.86,1.98,10.99,Wastewater,Others,S,PVC,143.97,Geology-0,14.67,SoilType-9,No,178,No,LandCover-4,RoadClass-3,0,0
70556,49,400,-1.31,1.47,41.23,Combined,MUF,S,BET,144.83,Geology-0,14.48,SoilType-9,No,133,No,LandCover-1,RoadClass-0,0,1
165504,0,160,-1.83,4.2,91.88,Wastewater,Others,S,PVC,118.3,Geology-2,15.57,SoilType-9,No,303,No,LandCover-2,RoadClass-1,0,0
69435,48,250,-1.9,0.2,67.31,Wastewater,IM,S,PVC,147.78,Geology-0,19.22,SoilType-6,No,36,No,LandCover-1,RoadClass-0,0,0
58222,41,160,-3.34,2.55,69.04,Wastewater,Others,S,PVC,122.72,Geology-2,15.94,SoilType-9,No,123,No,LandCover-1,RoadClass-2,0,0
66581,36,200,-2,0.34,72.18,Wastewater,MUF,S,BET,128.51,Geology-2,33.57,SoilType-5,No,6,No,LandCover-2,RoadClass-0,0,1
30119,25,160,-1.18,-2.35,19.7,Combined,Others,S,PVC,107.28,Geology-2,15.51,SoilType-2,No,150,No,LandCover-1,RoadClass-0,13550,0
159168,1,160,-1.43,5.75,29.68,Wastewater,Others,S,PVC,149.44,Geology-0,2.95,SoilType-9,No,24,No,LandCover-2,RoadClass-0,0,0
56843,58,225,-1.28,-0.81,6.36,Combined,MUF,S,BET,138.82,Geology-2,24.46,SoilType-4,No,180,No,LandCover-1,RoadClass-0,0,0
127427,9,250,-2.27,1.05,47.07,Combined,Others,S,PVC,145.54,Geology-0,13.44,SoilType-9,No,59,No,LandCover-1,RoadClass-0,0,0
5762,52,315,-1.28,5.75,47.89,Combined,Others,S,PVC,102.97,Geology-2,15.45,SoilType-2,No,405,No,LandCover-1,RoadClass-0,0,1
41066,23,250,-1.55,-2.13,20.08,Combined,Others,S,PVC,109.46,Geology-2,15.52,SoilType-0,No,342,No,LandCover-1,RoadClass-0,0,0
81365,16,250,-1.9,2.9,30.3,Stormwater,Others,S,PVC,131.87,Geology-2,23.35,SoilType-5,No,6,No,LandCover-2,RoadClass-0,0,0
67507,40,200,-2.25,0.27,25.61,Wastewater,MUF,S,BET,146.05,Geology-0,13.33,SoilType-9,No,87,No,LandCover-4,RoadClass-0,0,1
159001,0,250,-1.64,1.32,58.48,Stormwater,Others,S,PVC,149.3,Geology-0,2.49,SoilType-9,No,118,No,LandCover-2,RoadClass-0,0,0
69050,32,160,-1.11,0.92,50.1,Wastewater,IM,S,PVC,149.21,Geology-0,6,SoilType-6,No,89,No,LandCover-4,RoadClass-0,0,0
164481,0,200,-1.74,3.32,64.46,Wastewater,Others,S,PVC,141.08,Geology-0,26.56,SoilType-5,No,64,No,LandCover-2,RoadClass-1,0,0
132605,9,200,-2.41,2.29,27.7,Stormwater,Others,S,PVC,122.63,Geology-2,17.81,SoilType-9,No,111,No,LandCover-2,RoadClass-2,0,0
145407,6,630,-2.28,-0.14,51.9,Stormwater,Others,S,PPP,122.45,Geology-2,15.78,SoilType-2,No,11,No,LandCover-1,RoadClass-3,0,0
